id,amount0,amountUSD,amount1,timestamp
0xa3f893a79aa34f1d5767666d606ce439d0006681480a218ed4b914ff170259e7#22466,66574.39024226699,2426.9878572315297,-0.8651755702322691,2024-02-18 15:02:59
0x153bf9bac762b5a8dbaa371b9e607b34181155180d4522541f894c8f769ff02c#22467,7588.973302839464,274.68987458654414,-0.09792177911987468,2024-02-18 15:25:35
0x6010efc19ab175e524dcbe2da3df9f524ce3276bfa9759165301796f677b3885#22470,198724.8673438001,7103.033452709096,-2.5320979664218486,2024-02-18 15:51:23
0x816620aa62018c1a1696d3069e4cec41e0e9cabfc34d1665c827b6c18b5073b7#22472,176911.84165798232,6303.47832637374,-2.2470715867891076,2024-02-18 15:51:47
0x9f5a1fc69e2b3fab196d268a37291d352cc13cdf50aa00219c0657ab14938b01#22473,79319.84007353132,2758.374339699318,-0.9833009281216021,2024-02-18 16:07:11
0x02dcbe02e471df6e931255ec829cd344dd84017e69e86e7d3cc65d988038ae5b#22475,105348.89478652275,3671.0327346323793,-1.3086439513218089,2024-02-18 16:13:59
0x34f188b16000ce85441a1622833d11f4ca2d15cb394157a95ae4d1a56f6d6119#22477,140106.68794215744,4898.443563497786,-1.7461894250595835,2024-02-18 16:14:23
0x340c39420325fa303af6d71ee0c8aa214930e66d562d29a3f1aa73356af96cba#22479,19135.39807290492,664.6971076972503,-0.23695017514906888,2024-02-18 16:19:47
0xe736be7bdc69b1451220a4c779a778fd9cc9f642426f937e949f31ceec6f7e1c#22481,6015.186432099243,208.3785741155459,-0.074318934101061,2024-02-18 16:53:23
0xb8578f195f883e62b00ca76049c0c4d619836ed802a768aa662b1e73d3f62a74#22482,7625.0141810375535,264.7208262666259,-0.09408815702257269,2024-02-18 17:30:47
0xb61201d8a6241c01791048948048322433b647f6c9696dfc80a5fcd771ac606a#22483,7172.797953178604,248.67559058254608,-0.08838529383723584,2024-02-18 17:31:59
0xf916020d2d27389047358e65474ec843af64d3d5a98a0c4115e772bc8f03ec2b#22485,42586.77014441486,1473.3757219856502,-0.5235716949940734,2024-02-18 18:00:59
0x3af1a9a6a1983bdff1fc0f8e089a6d89e37b9e2cac6e707e1f9d75ec12781d42#22486,14699.0,505.82204042807604,-0.17974648225869697,2024-02-18 18:02:11
0x5f7b8c1330d841c4c3997d59fb467524546b7f98736f92f3127c0d06e802ad19#22488,4681.1534170091145,160.92004084128737,-0.05716971267662952,2024-02-18 18:42:23
0x317bc8e91ab40176a98efa1feae7fb5ac5edc021f2d5d9562123ebd1425d153a#22491,153521.494586806,5247.403630016754,-1.8502045901145532,2024-02-18 19:37:35
